id,text,polarization
en_1ce3d918567f80ce222bf234b67b0539,heads up if your birth certificate doesnt match your current legal name you would be unable to register to vote or update your voter registration under the save act this includes the more than million women in the us who changed their name after marriage,0
en_92a7ed1a58634e0acad602dd9e7ab564,lol coming from a paid new outlet by the dumpster fire democrats fake news,1
en_6a0a35bd683ba644a57484c5eac2440d,again israel is not the jewish state it is the israeli state it is the state for all israelis jew palestinian arab druze whatever,0
en_cd6b4be7358cec384a4549516dd0b6b5,you can oppose western imperialism without supporting russian imperialism,0
en_f280df72237f2b081eaf7e2695323442,cant wait to see how many people are gonna say that pixar ruined their childhood with their liberal agenda,1
en_93b6db09712883c74b11db56c94eb329,just your annual reminder that birds arent real theyre a surveillance system for santa and the deep state merry christmas,0
en_a0885c82026f58c542a8c488b8c0a7e5,always enjoy seeing you on msnbc thank you for fighting the fight,0
en_1d3f0932571147d5feabd5ca73d95daa,antisemitism is the urconspiracy theory of the far right,1
en_c55bda42500cf7baefb7cca96f97af25,israelipalestinian conflict brings fear stress and,0
en_f9de2f850b15d6b927c92a7b13c97858,its your favourite azov battalion murdering civilians and using them as human shields,1
en_7fbbe09720c55f433a9d3647e8b9ff3c,will gop attacks on hunter biden hurt joe biden in,0
en_f3c0e7d8034aca2b8c70c13bd426eb34,counterpoint american arabs voted for trumps plan for israel to annex gaza and the west bank,1
en_5e14652f055b42f6203a94f52db412e4,been thinking about how neither rome nor gender ideology was ready for scotland,0
en_1e230bc791b50af4d216945ba56f8c02,i thought the military aid was being halted,0
en_1c284172142f363d68a16aee2ef4ed46,tom suozzi democrats pick to replace george santos,0
en_ee6e34581665405fa352f4bc0ead277e,hi cliff you can transfer at any of our offices in harare where there is voter registration,0
en_56aaf4b25fbcd0a020c4b4b2f05260d9,registry with border security simple and comprehensive,0
en_5067986f13305a29415b39f8ab00ac60,hamas rockets and deadly incursion shock israel,0
en_193b486e22cd831f500b6918cfe17255,vp kamala harris in black press,0
en_f77d62aded1091287e0da61341aa961c,wednesday night revival service scheduled at oak grove baptist,0
en_6d91ffaa70c2f9907f1e5f4423c8e323,i dont recall an nra member stopping one either,0
en_8cb9f6620199efceb2a7d12bbc4dcd5a,cnn lasted longer than a kamala harris staffer,1
en_e8ef63764258f28373dd13620887532b,mate recount these votes now loveisland,0
en_b86aa341a7593c1e25259a3380d17951,i am into christianity and socialism undecided on those other things,0
en_691480090fc42786daae138555547f10,one commonality shared by hitler mussolini putin,0
en_c9c5a7a20ac06e7cfa182b9a6b5d928d,they probably see that as an opportunity to invoke the insurrection act to use the military as domestic police,0
en_0c6d5f540929361a0044ba4999e5cc37,thats because only the usa has a second amendment,0
en_845661ffefc97241add93a6c2ef81b34,hopes dim for ceasefire as israel vows to continue,0
en_2feee3bcf1b27bf91826da1ed36aaec8,florida democratic party calls for gop chairs resignation,0
en_fa9bc3abcb09acbebf193d33593e9cba,thanks for the history refresher the map linked is of the last years of nato expansion thx again,0
en_2ed94f5085f5b91699563a40d315e17c,october th in the eyes of israeliukrainian,0
en_8b3e940af11e883d445e4ba3b7b3a900,every accusation is a confession hes admitting to his recent election fraud right there,1
en_763fc6b6bf1158ab7ded46e164394902,you work for the idf,0
en_8b72d45c04d66d8e3579ad5b2b3b007e,a cnn journalist pronounced doge douche,0
en_f9c59103cde897ccc36daf5f810c2fd1,is emission reduction really a radical left position,0
en_ac3d5453609c3425457c62a8d9c5114b,sponsor your family for canadian immigration salamaslawfirmimmigrationinvestmentcanadaupdates,0
en_74485b17cc61d61ca086fcf02b1090bb,i cant stop watching videos of kamala harris,0
en_5f0b532e1a614c2296f0508adcaf41a6,voter registration i d must be shown this is a must,1
en_3c18a57b77280ee302300f539a6b0c0f,former gop state sen jerry sonnenberg enters th,0
en_dab6cd0e68b97f22705661f4cc8db60f,japan to transfer billion from frozen russian assets to ukraine zelensky says kyiv independent com,0
en_ef5907665e7950f8dc85be2a90b6963a,bellwether elections spell victory for democrats lgbtq,0
en_40f07f3b588d1b7e251c18851da17f30,resist trump resist maga hypocrites,1
en_a64e80d858446031f34d779f75dd6594,war crimes tweeted in real time,0
en_916d597ae2a36bb46faaf65e55d8500a,nato will now coordinate the delivery of military aid to ukraine instead of the us according to reuters,0
en_48de6e6dcb57b582d2f046e864a7cb6e,no money to do a recount,0
en_f4f169e4c3f3225a76c4f1d74db4ab96,why palestinian forces are cracking down on palestinian militants in the occupied west bank ca news yahoo comwhypalestin,0
en_395f8651a08a615e81825584b979a19d,democrats still want to defund the police,1
en_9db584e1b5b9a7fb674cb4e523ea5b1e,a traitor today a traitor tomorrow a traitor always,1
en_3710f76f4c83f64e74f8cdd8044a6f75,republicans authorize joe biden impeachment inquiry,0
en_d3541c22c8bcbaa640b10842ef6dd313,lufkin officer fatally shoots woman who called,0
en_0561dfcfefdbce35b107faaeb66be8bf,never thought i would say god bless mike pence but i am today,0
en_5d87f92ad1e604b97a6d4eae6647ecc1,elon musk is the deep state,1
en_28aca1bc0f09f1a6c459aa5684b8f045,mike pence a pair of overalls and the indiana state,0
en_b4b7fcc84964d68067580a668e13db73,joe biden still has some time just sayin,0
en_74c0d771448c695890dc402dfaa4caa7,wake professor resigns after hamasisrael social media postwinstonsalem,0
en_56f895245783c7705d4a2e1dcbdb0517,sit down we dont need your trumpism negativity,1
en_2763706d1b9ba81bf11e07c2723d99b1,us maduro near agreement on free elections sanctions,0
en_c3d609df55a2d4ebc39a362ce12cc116,students protest tufts israeli investments during tcu,0
en_0610e93f38b78723a9008d76ba91d50a,sorry too busy watching a hearing on your boss coup attempt,0
en_d384897baa0cbac98d982b8ff6a73b57,governor abbott expands border security operations,0
en_f6a600f45530d3e84317598caa1df7e4,benson says clerks statewide are ready for early voting,0
en_2b2136831f57f443ca436ccac71fd539,inside the simmering feud between donald trump and fox,0
en_72540d1085aef8eba392383cad4ab32e,i think we may be entering a golden age for amazing propaganda again im here for it elon maga trump propaganda,0
en_6a38e46d00969b840ec880c9b881eb60,even fox news got it right,0
en_71a3dffbb9e5184777fb2faeccea849e,isanti sheriff s office investigating spencer brook township death,0
en_daf083e97f7b96bbaa993fb86a720dac,i agree why didnt anyone demand a recount to start,0
en_031dd22664cf4901508102ca533fc481,msmedia is the enemy of the people,1
en_add12d6faf4b1f25618d1f5eebffa556,you want progressive policies like those in canada then you need to vote democrat,0
en_5ff0b55e58a97cfff94f98035d028e80,never saw mike pence do this,0
en_e2b921310e7d1aca16d171ff4dc7de29,aoc and kamala harris dont really care,0
en_d7e517a100ad19db970f3b1f51d88a4c,president kamala harris stepdaughter ella emhoff,0
en_6cda5c6f7e963906cf30bc2aa6eaf717,heres your reminder that early voting ends november th,0
en_4622ce2704979b48d0167d1c039a4340,how does it make sense to require proof of voter fraud to investigate if voter fraud occurred,0
en_578e823a4ed36be99e1a1a1ff60a1a72,hope this election discredits trumpism for good,1
en_247650fcd650cd681dcb1255803113e8,orange park police want raises from town council,0
en_5864c188c60c6a71a488f46b6b5ae3c0,mitch can redeem himself by organizing insurrection that draws people from every corner of the country to take back the government,1
en_abd7a7c716b3ad994836d38b76cbfe5e,prejudices like blm free palestine trans rights why are those bad things,0
en_f90adf7fb72893a31ea6c24801bca2fa,democrats flip red republicans flip blue on ukraine is it,0
en_d2b5a345362c8454290cbb0a7031f9d0,but democrats would never do the same thing back to the red states they know that,0
en_a05b9cbd92ac3c26174b908e7b139b8a,gop takes control of nc environmental management,0
en_9739046e306fc2cfb80f8b493871d7cd,dnd party to overthrow capitalism anyone,1
en_73ea4098faa2f31ac190bfd4426e17db,how many swing states wil pause counting on november th,0
en_bc72f67e4eb7d378ca4aff6a9126dc15,anchors know donald trump lost the,0
en_dfc4424e90160fa84fb5310adbf295e3,is it just me maga or mara maga mara,0
en_5a412a859ef3e365ec05ca39bb29eadd,boris johnson pledged a further m of british military aid to ukraine only this afternoon c news,0
en_e19b6229c77c83b66f4bc3815b46cd0a,novak djokovic on border security is going to be the best episode ever,0
en_6148107c83db00e4207393445ff827db,what are satans policies concerning immigration and border security,1
en_b85051d49d3c3f79eb6cafdd3f2cf012,texas attorney general ken paxton beats impeachment,0
en_de40392ef3e60637d3723a8691ddc707,editorial on refugees is doing devils work,1
en_f5697730053ce3d6b7039ea1855dc9ed,breaking antigua barbuda and armenia reach agreement for day ceasefire,0
en_6bdc29d88ba3cd5d7b6d88f37393fdab,odd i thought facebook was removing fact checkers i guess if you speak out against the actual deep state you get checked,0
en_d019ca7a03e1a7760c153c0602de1ff7,does new zealand have a second amendment,0
en_111fe1d5d1f46e14928d1ffc5faf8220,donald trump to skip next gop debate will meet with auto,0
en_a77b7a8a526f324ea4e2c718bc602093,donald trump relies on first amendment,0
en_cccfcf6ef2831ff947c45cd60d720331,nanas house even hell emotional i ceasefire polishlegendscandomagic,0
en_09c311fcffacec78e52fb0aaaef6e4aa,stop the comparison raegan destroyed the middle class with his trickle down lie he refused to acknowledge aids gave tax breaks to the wealthy and taxed ss he took credit for the hostage release and lied about his dementia he was responsible for the huge wealth gap in this country today,1
en_8f9bdb9206c552951fb1d69a4011548b,joe biden and donald trump are deadlocked,0
en_6d923c74ac811c7af8dbf5aa0d6f0fe2,fun fact voted with pedoprez to eliminate all southern border security,1
en_2cc58350b3459196326c5757c5eb1612,so your theory is it was all staged civilian casualties and all that would make him an evil genius for sure but you are giving him and his team a little too much credit i think,0
en_c0a905fae31d9037d7b35e9e82c81160,i dont ever want to hear the phrase defund the police again like ever,0
en_14b3df932229f8de6d5db2f9d8fbeed1,radical left out to destroy families,1
en_fd4600d6fd1910a2072ff33b2d5cf346,killing civilians on purpose is a war crime even if theyre being used as human shields,0
en_dc94e3d2b8381a6f224f039eedab0add,watch the doc active measures explores trump and putins relationship and also the election interference,0
en_27202013a391bca8668cdc48c68ed21f,cop talk featuring bay city police detective chris scheduled,0
en_fca2a67bf1f92119280b19b48b098db0,canadas border security agency is seeking interest in highly qualified workers possibly displaced by a sudden change in us policy on immigration experience with circumvention of border security measures an asset be advised pay will be in pesos due to resent decline in our national currency,0
en_8285ac5b29d9b5b5870dba3dee56b3fa,israeli flag signs stolen from wilton yards,0
en_ae479d4f6ccf2f80863336cdc534b837,there are now no ngos on the ground in yemen and estimates have civilian casualties doubling since their withdrawl,0
en_91ed2010f1f11cc77c6295b1d7fb4683,jvp and if not now demand ceasefire endorsement,0
en_50cf9c7ca72bfc6feef4731d429a03b4,perkins recounts time in vietnammarshfield mail,0
en_5da3fb51a87bd3b4129af8ad9e8ca574,i just signed a petition investigate x and elon musk for election interference sign here leadnow cacampaignsel,1
en_3a59bc1e5a02bc9c3fc1f5951145ccc6,does this mean the woke mob will get beheaded with a weapon from their own personal collection seems harsh,1
en_56dc538c53c59102b094a6646612a2af,democrats push for minimum wage by the charlotte,0
en_c1d62bbb5fc90a725dde30319e2692bc,ukraine war russia sanctions taiwan war china sanctions new world reserve currency,0
en_81d71e725238d6b112125bce8046ced9,early voting for the tennessee primary opens tomorrow july th,0
en_7b32953fbf0d7b95b26b0433e92a22c6,ron desantis knocks donald trump as keyboard warrior,0
en_4f08e1e6cd2396677386e1433243b337,the fact that these dumbasses think that cartel bosses are the reason the migrant crisis exists is genuinely funny to me like ok first of all it actually doesnt exist anyway but second of all what,1
en_5b5c1bc1dd15be4faf3fdcdc73a1cfee,governments gunna start requiring crt and gender ideology studies in private religious schools im calling it now,0
en_ced9ce5e7c9075f9e3cd197c22af2ce3,uk sanctions target ships under russia sanctions regime,0
en_3609d8309b0382db4d148da234efb9a4,so you dont want more government border security because remember theyre bad,0
en_da9573f09bfb6fc89aaee46d08c86916,all across america the success of bidenomics is well,0
en_436b651a58930289ce4fc612edc9eca9,calling for impeachment asap impeachmentnow savedemocracy,0
en_dc569943086027fdbf85d874f02f6f5a,police id man killed while riding bike,0
en_e6fff568298653e991305ca83a1cb451,hostage release delayed wont start before friday israeli,0
en_a46ac39f5fa8303e9b2491f59be503fb,doj wont appeal court ruling in florida immigration,0
en_6eaf4d30f77da86b70391c7aaaf5ff7c,i wonder if breitbart has the warrant behind a paywall,0
en_ab885ed6f491c6b9836fa054f0e8df6f,the nra is a domestic terrorist organization,1
en_c42cdee310a0ffd2187071ca1f6c6f7a,give it a go gop intern,0
